ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-1022,"(2E)-3,7-dimethylocta-2,6-dien-1-yl formate","InChI=1S/C11H18O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7,9H,4,6,8H2,1-3H3/b11-7+",FQMZVFJYMPNUCT-YRNVUSSQSA-N,CC(C)=CCC\C(C)=C\COC=O,-3.74615076170,0.00000000000,1,G1,182.26300,2.85210,54.43800,13,2,0,2,6,74,0,0,0,0,26.30,80.28453343698,3.60129945060,198.13581850945
A-1023,pentalead tetraoxide sulphate,"InChI=1S/H2O4S.4H2O.5Pb/c1-5(2,3)4;;;;;;;;;/h(H2,1,2,3,4);4*1H2;;;;;/p-2",BKMAZJUOHZYBFP-UHFFFAOYSA-L,O.O.O.O.[Pb].[Pb].[Pb].[Pb].[Pb].[O-][S]([O-])(=O)=O,-4.56612309930,0.00000000000,1,G1,1204.12300,-6.54080,53.69980,14,4,0,14,0,84,0,0,0,0,206.26,182.34195413319,-0.00000000222,100.90004630263
A-1024,"(3E)-4-(2,5,6,6-tetramethylcyclohex-2-en-1-yl)but-3-en-2-one","InChI=1S/C14H22O/c1-10-6-7-11(2)14(4,5)13(10)9-8-12(3)15/h6,8-9,11,13H,7H2,1-5H3/b9-8+/t11-,13+/m1/s1",JZQOJFLIJNRDHK-UZPJXDOOSA-N,C[C@@H]1CC=C(C)[C@H](\C=C\C(C)=O)C1(C)C,-3.80267691230,0.00000000000,1,G1,206.32900,3.76010,64.63000,15,1,0,1,2,84,0,0,1,1,17.07,93.25998339713,2.96350395004,307.30039002532
A-1025,cyclohexylmethyl-dimethoxysilane,"InChI=1S/C9H20O2Si/c1-10-12(11-2)8-9-6-4-3-5-7-9/h9,12H,3-8H2,1-2H3",XRLIOAUFFCHSIC-UHFFFAOYSA-N,CO[SiH](CC1CCCCC1)OC,-3.09597253650,0.00000000000,1,G1,188.34300,2.08000,52.54900,12,2,0,3,4,72,0,1,1,1,18.46,77.10436617048,2.17961075189,109.09616281329
A-1027,5-amino-2-[(E)-2-(4-amino-2-sulfophenyl)ethenyl]benzene-1-sulfonic acid,"InChI=1S/C14H14N2O6S2/c15-11-5-3-9(13(7-11)23(17,18)19)1-2-10-4-6-12(16)8-14(10)24(20,21)22/h1-8H,15-16H2,(H,17,18,19)(H,20,21,22)/b2-1+",REJHVSOVQBJEBF-OWOJBTEDSA-N,Nc1ccc(\C=C\c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-4.06353037960,0.63459249703,3,G4,370.40800,1.51480,90.26600,24,6,4,10,4,128,2,0,0,2,160.78,138.46583193628,2.58677351010,943.72534953070
A-1028,"zinc 4-methyl-2-thioxo-2,3-dihydrobenzimidazol-1-ide 7-methyl-2-thioxo-2,3-dihydrobenzimidazol-1-ide","InChI=1S/2C8H8N2S.Zn/c2*1-5-3-2-4-6-7(5)10-8(11)9-6;/h2*2-4H,1H3,(H2,9,10,11);/q;;+2/p-2",GHPJYLIEFFVDGR-UHFFFAOYSA-L,[Zn++].Cc1cccc2[N-]C(=S)Nc12.Cc3cccc4NC(=S)[N-]c34,-4.08795878950,0.00000000000,1,G1,391.84000,4.32352,94.37940,23,2,2,7,0,112,4,0,0,4,59.78,156.04604711225,0.00000016000,969.00230644531
A-1029,3-[hydroxy(phenyl)phosphoryl]propanoic acid,"InChI=1S/C9H11O4P/c10-9(11)6-7-14(12,13)8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)(H,12,13)",MORLYCDUFHDZKO-UHFFFAOYSA-N,OC(=O)CC[P](O)(=O)c1ccccc1,-0.82830515450,1.06589671776,3,G4,214.15700,1.05700,53.02110,14,2,2,5,4,76,1,0,0,1,74.60,81.65248922534,2.75932579767,360.33452059304
A-1030,(phenylmethanesulfinylmethyl)benzene,"InChI=1S/C14H14OS/c15-16(11-13-7-3-1-4-8-13)12-14-9-5-2-6-10-14/h1-10H,11-12H2",HTMQZWFSTJVJEQ-UHFFFAOYSA-N,O=[S](Cc1ccccc1)Cc2ccccc2,-2.85880872120,0.00000000000,1,G1,230.33200,3.13550,68.43440,16,1,0,2,4,82,2,0,0,2,17.07,98.59263575793,1.95219414779,407.17626205276
A-1032,2-[(E)-2-(1-cyano-1-methylethyl)diazen-1-yl]-2-methylpropanenitrile,"InChI=1S/C8H12N4/c1-7(2,5-9)11-12-8(3,4)6-10/h1-4H3",OZAIFHULBGXAKX-UHFFFAOYSA-N,CC(C)(N=NC(C)(C)C#N)C#N,-2.71325099770,0.02095707575,2,G3,164.21200,2.04296,44.24000,12,4,0,4,2,64,0,0,0,0,72.30,72.52578303603,4.50245443616,233.76289771740
A-1033,2-methylbutyl acrylate,"InChI=1S/C8H14O2/c1-4-7(3)6-10-8(9)5-2/h5,7H,2,4,6H2,1,3H3",NCTBYWFEJFTVEL-UHFFFAOYSA-N,CCC(C)COC(=O)C=C,-2.65320640550,0.00000000000,1,G1,142.19800,1.76170,40.61100,10,2,0,2,4,58,0,0,0,0,26.30,61.87931012597,3.34413267923,118.42599881713
A-1034,"2-chloro-1,3-benzothiazole",InChI=1S/C7H4ClNS/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,BSQLQMLFTHJVKS-UHFFFAOYSA-N,Clc1sc2ccccc2n1,-2.73258837520,0.00000000000,1,G1,169.63600,2.94970,44.63000,10,2,0,3,0,50,2,0,0,2,12.89,67.27634512947,2.87651016694,322.13359342626
A-1035,"2-aminoethan-1-ol; 6-cyclohexyl-1-hydroxy-4-methyl-1,2-dihydropyridin-2-one","InChI=1S/C12H17NO2.C2H7NO/c1-9-7-11(13(15)12(14)8-9)10-5-3-2-4-6-10;3-1-2-4/h7-8,10,15H,2-6H2,1H3;4H,1-3H2",MBRHNTMUYWQHMR-UHFFFAOYSA-N,CC1=CC(=O)N(O)C(=C1)C2CCCCC2.NCCO,-0.93316859060,0.00000000000,1,G1,268.35700,1.37912,74.58970,19,5,3,5,2,108,1,1,1,2,88.48,113.18942041753,0.00000039900,434.80748410913
A-1038,"4,7-dichloroquinoline",InChI=1S/C9H5Cl2N/c10-6-1-2-7-8(11)3-4-12-9(7)5-6/h1-5H,HXEWMTXDBOQQKO-UHFFFAOYSA-N,Clc1ccc2c(Cl)ccnc2c1,-2.80262463840,0.00000000000,1,G1,198.05200,3.54160,51.76300,12,1,0,3,0,60,2,0,0,2,12.89,79.93924808594,2.86302579368,425.79809118912
A-1041,2-aminobenzenesulfonic acid,"InChI=1S/C6H7NO3S/c7-5-3-1-2-4-6(5)11(8,9)10/h1-4H,7H2,(H,8,9,10)",ZMCHBSMFKQYNKA-UHFFFAOYSA-N,Nc1ccccc1[S](O)(=O)=O,-1.74716864120,0.00000000000,1,G1,173.19300,0.51550,40.66900,11,3,2,5,1,60,1,0,0,1,80.39,64.39992982655,3.37219481096,357.84507449357
A-1042,bis(propan-2-yloxy)titaniumbis(ylium) bis((2Z)-4-oxopent-2-en-2-olate),"InChI=1S/2C5H7O2.2C3H7O.Ti/c2*1-4(6)3-5(2)7;2*1-3(2)4;/h2*3H,1-2H3;2*3H,1-2H3;/q4*-1;+4",DOOBMVWXHWRGEB-UHFFFAOYSA-N,[Ti+4].CC(C)[O-].CC(C)[O-].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,-2.07005098170,0.00000000000,1,G1,364.26100,0.24508,81.59600,23,6,0,7,4,132,0,0,0,0,114.40,154.47156572346,-0.00000006395,263.02237498066
A-1043,4-acetamidobenzene-1-sulfonyl chloride,"InChI=1S/C8H8ClNO3S/c1-6(11)10-7-2-4-8(5-3-7)14(9,12)13/h2-5H,1H3,(H,10,11)",GRDXCFKBQWDAJH-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)[S](Cl)(=O)=O,-2.87725241610,0.54421095140,2,G2,233.67600,1.57250,53.78450,14,3,1,6,2,76,1,0,0,1,63.24,86.30513949381,2.95189624718,438.15912554155
A-1050,"2,2,6-trimethylcyclohexyl propanoate","InChI=1S/C12H22O2/c1-5-10(13)14-11-9(2)7-6-8-12(11,3)4/h9,11H,5-8H2,1-4H3",JFBKOWCEVLNQHV-UHFFFAOYSA-N,CCC(=O)OC1C(C)CCCC1(C)C,-3.80318126050,0.00000000000,1,G1,198.30600,3.15440,56.96700,14,2,0,2,2,82,0,1,1,1,26.30,87.02285046221,2.65070614275,208.36726887878
A-1051,"1,4-dimethyl benzene-1,4-dicarboxylate","InChI=1S/C10H10O4/c1-13-9(11)7-3-5-8(6-4-7)10(12)14-2/h3-6H,1-2H3",WOZVHXUHUFLZGK-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)C(=O)OC,-3.79685622200,0.18225210484,4,G5,194.18600,1.25980,49.12100,14,4,0,4,2,74,1,0,0,1,52.60,81.44130623618,2.88648212838,304.64456038917
A-1052,2-heptylcyclopentan-1-one,"InChI=1S/C12H22O/c1-2-3-4-5-6-8-11-9-7-10-12(11)13/h11H,2-10H2,1H3",PJXHBTZLHITWFX-UHFFFAOYSA-N,CCCCCCCC1CCCC1=O,-3.76944165060,0.00000000000,1,G1,182.30700,3.71610,55.72400,13,1,0,1,6,76,0,1,1,1,17.07,81.90930523271,1.95777338846,151.20346637910
A-1053,benzyl 2-phenylacetate,"InChI=1S/C15H14O2/c16-15(11-13-7-3-1-4-8-13)17-12-14-9-5-2-6-10-14/h1-10H,11-12H2",MIYFJEKZLFWKLZ-UHFFFAOYSA-N,O=C(Cc1ccccc1)OCc2ccccc2,-3.86327487970,0.00000000000,1,G1,226.27500,2.97250,66.38400,17,2,0,2,4,86,2,0,0,2,26.30,100.85839099830,1.82566318423,462.79519750366
A-1056,"N,N-dimethyl[(dimethylcarbamothioyl)sulfanyl]carbothioamide",InChI=1S/C6H12N2S3/c1-7(2)5(9)11-6(10)8(3)4/h1-4H3,REQPQFUJGGOFQL-UHFFFAOYSA-N,CN(C)C(=S)SC(=S)N(C)C,-2.83029906470,0.00000000000,1,G1,208.37700,1.41260,60.16100,11,3,0,5,0,64,0,0,0,0,6.48,82.92429945999,3.86241011502,147.21033080938
A-1058,"3,7-dimethyloct-6-en-1-ol","InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m1/s1",QMVPMAAFGQKVCJ-SNVBAGLBSA-N,C[C@@H](CCO)CCC=C(C)C,-2.70673445750,0.00500856040,2,G3,156.26900,2.75130,49.53180,11,1,1,1,5,66,0,0,0,0,20.23,70.12836077741,3.30638174879,112.04118472439
A-1059,"4,7-dimethyloct-6-en-3-one","InChI=1S/C10H18O/c1-5-10(11)9(4)7-6-8(2)3/h6,9H,5,7H2,1-4H3",WKQWDIFHKYWRTA-UHFFFAOYSA-N,CCC(=O)C(C)CC=C(C)C,-2.70109524370,0.00000000000,1,G1,154.25300,2.95790,48.51000,11,1,0,1,4,64,0,0,0,0,17.07,69.49564912526,3.78110477711,152.25571236699
A-1060,"2-amino-3,5-dimethylbenzene-1-sulfonic acid","InChI=1S/C8H11NO3S/c1-5-3-6(2)8(9)7(4-5)13(10,11)12/h3-4H,9H2,1-2H3,(H,10,11,12)",CFCXQQUQLZIZPI-UHFFFAOYSA-N,Cc1cc(C)c(N)c(c1)[S](O)(=O)=O,-1.81954350390,0.00000000000,1,G1,201.24700,1.13234,50.14300,13,3,2,5,1,72,1,0,0,1,80.39,77.12981405534,3.55787084565,436.94751570167
A-1062,thiophene,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,YTPLMLYBLZKORZ-UHFFFAOYSA-N,s1cccc1,-1.44501104920,0.05750552460,2,G3,84.14300,1.74810,24.31900,5,1,0,1,0,26,1,0,0,1,0.00,35.07176638991,3.12500000000,60.12481811270
A-1065,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,-2.87992229490,0.18625422475,4,G5,228.29100,3.42370,68.34160,17,2,2,2,2,88,2,0,0,2,40.46,101.17179117314,2.41258078149,447.94995845417
A-1066,"2,2,2-trichloroacetaldehyde","InChI=1S/C2HCl3O/c3-2(4,5)1-6/h1H",HFFLGKNGCAIQMO-UHFFFAOYSA-N,ClC(Cl)(Cl)C=O,-0.69134087100,1.22097841885,2,G2,147.38800,1.55550,26.35400,6,1,0,4,0,36,0,0,0,0,17.07,50.17551392291,3.44599121352,54.30376252380
A-1067,2-methylbutan-1-ol,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",QPRQEDXDYOZYLA-UHFFFAOYSA-N,CCC(C)CO,-0.46810106190,0.00000000000,1,G1,88.15000,1.02480,26.54080,6,1,1,1,2,38,0,0,0,0,20.23,38.99325323761,2.75418478604,23.11941547876
A-1068,Fusel oil,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,-0.46810106190,0.22609011810,3,G5,88.15000,1.02480,26.54080,6,1,1,1,2,38,0,0,0,0,20.23,38.99325323761,2.62721484790,25.11941547876
A-1069,"tetrasodium (6Z)-4-acetamido-5-oxo-6-(2-{7-sulfonato-4-[(E)-2-(4-sulfonatophenyl)diazen-1-yl]naphthalen-1-yl}hydrazin-1-ylidene)-5,6-dihydronaphthalene-1,7-disulfonate","InChI=1S/C28H21N5O14S4.4Na/c1-14(34)29-23-10-11-24(50(42,43)44)20-13-25(51(45,46)47)27(28(35)26(20)23)33-32-22-9-8-21(18-7-6-17(12-19(18)22)49(39,40)41)31-30-15-2-4-16(5-3-15)48(36,37)38;;;;/h2-13,32H,1H3,(H,29,34)(H,36,37,38)(H,39,40,41)(H,42,43,44)(H,45,46,47);;;;/q;4*+1/p-4/b31-30?,33-27-;;;;",AGKKBBSOKGLVTM-YENKNCRGSA-J,[Na+].[Na+].[Na+].[Na+].CC(=O)Nc1ccc(c2C=C(/C(=N/Nc3ccc(N=Nc4ccc(cc4)[S]([O-])(=O)=O)c5ccc(cc35)[S]([O-])(=O)=O)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.46124483910,0.00000000000,1,G1,867.69300,-9.50760,172.26370,55,18,2,27,9,266,4,0,1,5,324.08,401.62462201292,0.00000378125,2745.95532533641
A-1070,"1,3-benzothiazole",InChI=1S/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,IOJUPLGTWVMSFF-UHFFFAOYSA-N,s1cnc2ccccc12,-1.65382652580,0.07817360045,2,G3,135.19100,2.29630,39.62000,9,2,0,2,0,44,2,0,0,2,12.89,56.97307890259,2.95465979029,282.89393676634
A-1073,3-nitrobenzoic acid,"InChI=1S/C7H5NO4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)",AFPHTEQTJZKQAQ-UHFFFAOYSA-N,OC(=O)c1cccc(c1)[N+]([O-])=O,-1.74590717230,0.05236602801,5,G5,167.12000,1.29300,40.05570,12,3,1,5,2,62,1,0,0,1,80.44,67.40507680863,3.12180577525,304.68319020476
A-1074,dioxomolybdenum,InChI=1S/Mo.2O,QXYJCZRRLLQGCR-UHFFFAOYSA-N,O=[Mo]=O,-3.73964363630,0.00000000000,1,G1,127.93800,-0.24010,1.37300,3,2,0,3,0,18,0,0,0,0,34.14,25.98479427785,3.26598632371,23.77443751082
A-1076,"2,4-dihydro-1H-3,1-benzoxazine-2,4-dione","InChI=1S/C8H5NO3/c10-7-5-3-1-2-4-6(5)9-8(11)12-7/h1-4H,(H,9,11)",TXJUTRJFNRYTHH-UHFFFAOYSA-N,O=C1Nc2ccccc2C(=O)O1,-2.73541790600,0.00000000000,1,G1,163.13200,0.48130,43.10470,12,3,1,4,0,60,2,0,0,2,63.07,66.46057665628,3.09393226966,523.30427795337
A-1077,"2-hydroxy-1,2-diphenylethan-1-one","InChI=1S/C14H12O2/c15-13(11-7-3-1-4-8-11)14(16)12-9-5-2-6-10-12/h1-10,13,15H",ISAOCJYIOMOJEB-UHFFFAOYSA-N,OC(c1ccccc1)C(=O)c2ccccc2,-2.84972235190,0.48513882405,2,G3,212.24800,2.60290,62.17430,16,2,1,2,3,80,2,0,0,2,37.30,94.17413740659,2.23939893032,462.60871922773
A-1080,octan-1-ol,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,-2.63759312070,0.26137644444,6,G5,130.23100,2.33920,40.46180,9,1,1,1,6,56,0,0,0,0,20.23,58.08807958080,2.59508270679,37.83229392179
A-1082,Tellurium dioxide,InChI=1S/O2Te/c1-3-2,LAJZODKXOMJMPK-UHFFFAOYSA-N,O=[Te]=O,-3.71560623330,1.57395916046,5,G4,159.59800,-0.61840,7.12700,3,2,0,3,0,18,0,0,0,0,34.14,27.66227675614,3.26598632371,23.77443751082
A-1085,"methyl 2-[(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate","InChI=1S/C8H7Cl2FN2O3/c1-15-3(14)2-16-8-5(10)6(12)4(9)7(11)13-8/h2H2,1H3,(H2,12,13)",GIIKFBXVGYJLEK-UHFFFAOYSA-N,COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,-3.95128102810,0.01570423215,2,G3,269.05900,1.66150,56.13840,16,5,1,8,3,88,1,0,0,1,74.44,100.24644855639,2.93141498270,428.23471678603
A-1088,"3,7-dimethylocta-1,6-dien-3-yl acetate","InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3",UWKAYLJWKGQEPM-UHFFFAOYSA-N,CC(C)=CCCC(C)(OC(C)=O)C=C,-3.81577692030,0.00000000000,1,G1,196.29000,3.24060,59.03300,14,2,0,2,5,80,0,0,0,0,26.30,86.64947555137,4.18756302243,236.70628424349
A-1091,"2,6-di-tert-butylphenol","InChI=1S/C14H22O/c1-13(2,3)10-8-7-9-11(12(10)15)14(4,5)6/h7-9,15H,1-6H3",DKCPKDPYUFEZCP-UHFFFAOYSA-N,CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.71358737760,0.10333336941,4,G5,206.32900,3.98720,65.50680,15,1,1,1,0,84,1,0,0,1,20.23,93.14517378687,3.36890157315,318.33194170956
A-1092,"7-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one","InChI=1S/C28H34O15/c1-10-21(33)23(35)25(37)27(39-10)43-26-24(36)22(34)19(9-29)42-28(26)40-12-6-14(31)20-15(32)8-17(41-18(20)7-12)11-3-4-16(38-2)13(30)5-11/h3-7,10,17,19,21-31,33-37H,8-9H2,1-2H3/t10-,17-,19+,21-,22+,23+,24-,25+,26+,27-,28+/m0/s1",ARGKVCXINMKCAZ-UZRWAPQLSA-N,COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)cc3O2,-5.18584883310,0.00000000000,1,G1,610.56500,-1.15660,140.69890,43,15,8,15,7,236,2,2,3,5,234.29,244.50674118997,1.41271632522,1319.30386838130
A-1093,dicerium(3+) ion tricarbonate,"InChI=1S/3CH2O3.2Ce/c3*2-1(3)4;;/h3*(H2,2,3,4);;/q;;;2*+3/p-6",GHLITDDQOMIBFS-UHFFFAOYSA-H,[Ce+3].[Ce+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,-5.06640236310,0.00000000000,1,G1,460.25600,-7.34100,16.18800,14,9,0,11,0,74,0,0,0,0,189.57,144.49628137372,-0.00000002700,115.60673143260
A-1094,2-ethylhexyl acetate,"InChI=1S/C10H20O2/c1-4-6-7-10(5-2)8-12-9(3)11/h10H,4-8H2,1-3H3",WOYWLLHHWAMFCB-UHFFFAOYSA-N,CCCCC(CC)COC(C)=O,-4.64514000460,0.00000000000,1,G1,172.26800,2.76590,49.93900,12,2,0,2,6,72,0,0,0,0,26.30,75.29879738695,3.45346633834,121.00698692804
A-1095,2-methyldecanenitrile,"InChI=1S/C11H21N/c1-3-4-5-6-7-8-9-11(2)10-12/h11H,3-9H2,1-2H3",XPCSGXMQGQGBKU-UHFFFAOYSA-N,CCCCCCCCC(C)C#N,-4.63242095020,0.00000000000,1,G1,167.29600,3.89668,52.77000,12,1,0,1,7,70,0,0,0,0,23.79,76.78125185326,2.96392466081,123.45602719932
A-1096,"5-[(4-chloro-2-nitrophenyl)diazenyl]-1-ethyl-6-hydroxy-4-methyl-2-oxo-1,2-dihydropyridine-3-carbonitrile","InChI=1S/C15H12ClN5O4/c1-3-20-14(22)10(7-17)8(2)13(15(20)23)19-18-11-5-4-9(16)6-12(11)21(24)25/h4-6,18H,3H2,1-2H3/b19-13+",PJLZYPHMHUHUMN-CPNJWEJPSA-N,CCN1C(=O)C(=N/Nc2ccc(Cl)cc2[N+]([O-])=O)/C(=C(C#N)C1=O)C,-4.96733793000,0.86133103500,2,G2,361.74500,2.24488,89.87110,25,7,1,10,4,128,1,0,1,2,128.70,146.86746815420,2.48905384402,884.39817707205
A-1097,6-methylhept-1-ene,"InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h4,8H,1,5-7H2,2-3H3",DFVOXRAAHOJJBN-UHFFFAOYSA-N,CC(C)CCCC=C,-4.45899017700,0.52120192430,2,G2,112.21600,2.99870,38.88600,8,0,0,0,4,48,0,0,0,0,0.00,52.60424279642,2.81400214839,53.05865002596
A-1098,"6-chloro-5-(2-chloroethyl)-2,3-dihydro-1H-indol-2-one","InChI=1S/C10H9Cl2NO/c11-2-1-6-3-7-4-10(14)13-9(7)5-8(6)12/h3,5H,1-2,4H2,(H,13,14)",ZTQQXEPZEYIVDK-UHFFFAOYSA-N,ClCCc1cc2CC(=O)Nc2cc1Cl,-4.77757406970,0.00000000000,1,G1,230.09400,2.61590,58.20970,14,1,1,4,2,74,1,0,1,2,29.10,92.20325716097,2.39144975022,389.95354262423
A-1099,bis(2-butoxyethyl) adipate,"InChI=1S/C18H34O6/c1-3-5-11-21-13-15-23-17(19)9-7-8-10-18(20)24-16-14-22-12-6-4-2/h3-16H2,1-2H3",IHTSDBYPAZEUOP-UHFFFAOYSA-N,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,-4.95873313940,0.71169819905,2,G2,346.46400,3.26660,91.84000,24,6,0,6,17,142,0,0,0,0,71.06,145.72049209069,3.31472336251,275.88411072353
A-1100,"1,1'-ethane-1,1-diyldibenzene","InChI=1S/C14H14/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-12H,1H3",BSZXAFXFTLXUFV-UHFFFAOYSA-N,CC(c1ccccc1)c2ccccc2,-4.69250393860,0.15402734724,5,G5,182.26600,3.83840,60.40100,14,0,0,0,2,70,2,0,0,2,0.00,85.21838155435,2.29624613059,335.79776893714
A-1101,1-benzyl-2-methylbenzene; 1-benzyl-3-methylbenzene; 1-benzyl-4-methylbenzene,"InChI=1S/C14H14/c1-12-7-5-6-10-14(12)11-13-8-3-2-4-9-13/h2-10H,11H2,1H3",PQTAUFTUHHRKSS-UHFFFAOYSA-N,Cc1ccccc1Cc2ccccc2,-4.69250393860,0.00000000000,1,G1,182.26600,3.58582,60.42700,14,0,0,0,2,70,2,0,0,2,0.00,85.21838155435,2.23695888438,401.39330400312
A-1104,dineodymium(3+) ion tricarbonate,"InChI=1S/3CH2O3.2Nd/c3*2-1(3)4;;/h3*(H2,2,3,4);;/q;;;2*+3/p-6",UTWHRPIUNFLOBE-UHFFFAOYSA-H,[Nd+3].[Nd+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,-5.10842043870,0.00000000000,1,G1,468.50400,-7.34100,16.18800,14,9,0,11,0,74,0,0,0,0,189.57,142.78978081066,-0.00000002700,115.60673143260
A-1105,"17-Hydroxy-19-norpregn-4-ene-3,20-dione 17-acetate","InChI=1S/C22H30O4/c1-13(23)22(26-14(2)24)11-9-20-19-6-4-15-12-16(25)5-7-17(15)18(19)8-10-21(20,22)3/h12,17-20H,4-11H2,1-3H3/t17-,18+,19+,20-,21-,22-/m0/s1",MTSLFKWJINJVBO-ZCPXKWAGSA-N,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O,-4.99575393740,0.00000000000,1,G1,358.47800,4.01910,97.27100,26,4,0,4,2,142,0,3,4,4,60.44,155.28821931350,1.66188788920,692.25581688635
A-1106,"2,5-dianilinoterephthalic acid","InChI=1S/C20H16N2O4/c23-19(24)15-12-18(22-14-9-5-2-6-10-14)16(20(25)26)11-17(15)21-13-7-3-1-4-8-13/h1-12,21-22H,(H,23,24)(H,25,26)",ZJQZWNLKRBUEKX-UHFFFAOYSA-N,OC(=O)c1cc(Nc2ccccc2)c(cc1Nc3ccccc3)C(O)=O,-4.98572328770,0.00000000000,1,G1,348.35800,4.57020,99.81000,26,4,4,6,6,130,3,0,0,3,98.66,149.28671183211,2.06452034492,861.53482259976
A-1107,benzyl (2E)-3-phenylprop-2-enoate,"InChI=1S/C16H14O2/c17-16(12-11-14-7-3-1-4-8-14)18-13-15-9-5-2-6-10-15/h1-12H,13H2/b12-11+",NGHOLYJTSCBCGC-VAWYXSNFSA-N,O=C(OCc1ccccc1)/C=C/c2ccccc2,-4.82079602630,0.00000000000,1,G1,238.28600,3.44320,71.71400,18,2,0,2,4,90,2,0,0,2,26.30,106.53373008051,1.84355200448,515.30792848738
A-1110,"4,6-di(phenyl)-5H-1,3,5-triazin-2-one","InChI=1S/C15H11N3O/c19-15-17-13(11-7-3-1-4-8-11)16-14(18-15)12-9-5-2-6-10-12/h1-10H,(H,16,17,18,19)",KODLDJGSBFMSDG-UHFFFAOYSA-N,O=C1N=C(NC(=N1)c2ccccc2)c3ccccc3,-5.49358525350,0.00000000000,1,G1,249.27300,2.49890,73.52470,19,3,1,4,2,92,3,0,0,3,58.64,109.36605757451,2.14576798929,675.34752467007
A-1111,digadolinium trioxide,InChI=1S/2Gd.3O/q2*+3;3*-2,CMIHHWBVHJVIGI-UHFFFAOYSA-N,[O--].[O--].[O--].[Gd+3].[Gd+3],-5.01523637240,1.69644959356,6,G4,362.49700,-0.35640,2.05950,5,0,0,5,0,34,0,0,0,0,85.50,94.18169934782,0.00000000000,4.85475297227
A-1112,"1,5-dimethyl-1-vinylhex-4-en-1-yl 2-methylpropanoate","InChI=1S/C14H24O2/c1-7-14(6,10-8-9-11(2)3)16-13(15)12(4)5/h7,9,12H,1,8,10H2,2-6H3",JZIARAQCPRDGAC-UHFFFAOYSA-N,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,-4.81058498420,0.00000000000,1,G1,224.34400,3.87670,68.19700,16,2,0,2,6,92,0,0,0,0,26.30,99.37935978017,4.36726566869,272.45992880859
